chunk,frame_start,frame_apex,frame_end,duration,pred_idx,pred_label,prob_rendah,prob_tinggi
1,1404,1416,1422,18,0,Anxiety Rendah,0.5501037240028381,0.4498962461948395
1,1422,1428,1433,11,0,Anxiety Rendah,0.5434901714324951,0.4565097689628601
1,1443,1445,1448,5,0,Anxiety Rendah,0.5454338788986206,0.45456618070602417
1,1454,1464,1477,23,0,Anxiety Rendah,0.5351390242576599,0.4648609459400177
1,1491,1504,1515,24,0,Anxiety Rendah,0.520069420337677,0.479930579662323
1,1515,1526,1528,13,0,Anxiety Rendah,0.5535190105438232,0.44648104906082153
1,1530,1534,1539,9,0,Anxiety Rendah,0.5343718528747559,0.46562814712524414
1,1549,1562,1571,22,0,Anxiety Rendah,0.5396164655685425,0.4603835642337799
1,1581,1584,1588,7,0,Anxiety Rendah,0.5636664628982544,0.4363335967063904
1,1589,1594,1598,9,0,Anxiety Rendah,0.5324965119361877,0.46750351786613464
1,1608,1618,1629,21,0,Anxiety Rendah,0.5328493118286133,0.4671506881713867
1,1640,1647,1661,21,0,Anxiety Rendah,0.5450427532196045,0.4549572467803955
1,1668,1678,1687,19,0,Anxiety Rendah,0.5364353656768799,0.46356460452079773
1,1690,1703,1708,18,0,Anxiety Rendah,0.535032331943512,0.46496763825416565
1,1718,1728,1739,21,0,Anxiety Rendah,0.5265113711357117,0.47348862886428833
1,1751,1753,1760,9,0,Anxiety Rendah,0.5311092138290405,0.4688907861709595
1,1760,1767,1776,16,0,Anxiety Rendah,0.5636107921600342,0.4363892674446106
1,1789,1796,1805,16,0,Anxiety Rendah,0.537153422832489,0.4628466069698334
1,1805,1815,1819,14,0,Anxiety Rendah,0.5261196494102478,0.4738803505897522
1,1835,1845,1853,18,0,Anxiety Rendah,0.5204485058784485,0.4795515239238739
1,1853,1861,1866,13,0,Anxiety Rendah,0.5368185043334961,0.4631815552711487
1,1871,1881,1893,22,0,Anxiety Rendah,0.5243444442749023,0.47565555572509766
1,1908,1911,1915,7,0,Anxiety Rendah,0.5322656035423279,0.46773436665534973
1,1916,1920,1925,9,0,Anxiety Rendah,0.5320426821708679,0.46795734763145447
1,1925,1931,1937,12,0,Anxiety Rendah,0.5254324078559875,0.4745676517486572
1,1945,1950,1957,12,0,Anxiety Rendah,0.5083486437797546,0.49165135622024536
1,1966,1968,1971,5,0,Anxiety Rendah,0.5254834890365601,0.4745165705680847
1,1984,1994,1999,15,0,Anxiety Rendah,0.522313117980957,0.47768691182136536
2,2016,2038,2060,44,0,Anxiety Rendah,0.5116775631904602,0.4883224070072174
2,2064,2083,2091,27,0,Anxiety Rendah,0.5001640915870667,0.49983593821525574
2,2098,2106,2119,21,0,Anxiety Rendah,0.5364163517951965,0.4635836184024811
2,2119,2133,2139,20,1,Anxiety Tinggi,0.49292367696762085,0.5070763230323792
2,2151,2162,2164,13,0,Anxiety Rendah,0.5240623354911804,0.47593769431114197
2,2164,2167,2174,10,0,Anxiety Rendah,0.5509112477302551,0.4490887522697449
2,2182,2198,2209,27,0,Anxiety Rendah,0.508834719657898,0.49116528034210205
2,2225,2235,2245,20,0,Anxiety Rendah,0.5382593274116516,0.461740642786026
2,2255,2265,2271,16,0,Anxiety Rendah,0.5377811193466187,0.46221888065338135
2,2271,2278,2279,8,0,Anxiety Rendah,0.5510401725769043,0.4489598572254181
2,2281,2284,2290,9,0,Anxiety Rendah,0.5270103216171265,0.4729897081851959
2,2305,2315,2328,23,1,Anxiety Tinggi,0.4880288541316986,0.5119711756706238
2,2328,2341,2353,25,0,Anxiety Rendah,0.514387845993042,0.4856121242046356
2,2363,2373,2376,13,0,Anxiety Rendah,0.5510441064834595,0.4489559531211853
2,2376,2379,2389,13,0,Anxiety Rendah,0.5508627891540527,0.44913724064826965
2,2390,2401,2415,25,0,Anxiety Rendah,0.5152453184127808,0.48475468158721924
2,2425,2437,2448,23,0,Anxiety Rendah,0.5254366993904114,0.4745633006095886
2,2458,2459,2470,12,0,Anxiety Rendah,0.5437158346176147,0.45628419518470764
2,2470,2481,2491,21,0,Anxiety Rendah,0.5360593795776367,0.4639405608177185
2,2504,2509,2514,10,0,Anxiety Rendah,0.504987895488739,0.495012104511261
2,2515,2520,2523,8,0,Anxiety Rendah,0.5528883337974548,0.44711166620254517
2,2524,2529,2535,11,0,Anxiety Rendah,0.5174569487571716,0.48254308104515076
2,2548,2557,2563,15,0,Anxiety Rendah,0.5355547070503235,0.4644452631473541
2,2575,2583,2601,26,0,Anxiety Rendah,0.5321134924888611,0.4678865075111389
2,2611,2620,2626,15,0,Anxiety Rendah,0.5159072875976562,0.48409271240234375
2,2645,2651,2658,13,0,Anxiety Rendah,0.5290014743804932,0.47099849581718445
2,2658,2666,2671,13,0,Anxiety Rendah,0.5611959099769592,0.43880414962768555
2,2674,2679,2683,9,0,Anxiety Rendah,0.5339540839195251,0.46604588627815247
2,2683,2688,2692,9,0,Anxiety Rendah,0.5435167551040649,0.45648321509361267
2,2705,2715,2726,21,0,Anxiety Rendah,0.5016184449195862,0.4983815550804138
2,2735,2737,2739,4,0,Anxiety Rendah,0.5121484994888306,0.48785150051116943
2,2755,2763,2769,14,0,Anxiety Rendah,0.5271825194358826,0.47281748056411743
2,2777,2791,2800,23,0,Anxiety Rendah,0.5401067733764648,0.45989325642585754
2,2811,2813,2820,9,0,Anxiety Rendah,0.5030633807182312,0.4969365894794464
2,2821,2827,2830,9,0,Anxiety Rendah,0.5532715916633606,0.4467284083366394
2,2840,2851,2861,21,0,Anxiety Rendah,0.5412362813949585,0.4587636888027191
2,2872,2877,2888,16,0,Anxiety Rendah,0.5318911075592041,0.4681089222431183
2,2898,2906,2922,24,0,Anxiety Rendah,0.543213427066803,0.45678654313087463
2,2928,2938,2950,22,0,Anxiety Rendah,0.5459325313568115,0.4540674388408661
3,3005,3040,3053,48,0,Anxiety Rendah,0.5249964594841003,0.47500351071357727
3,3055,3066,3073,18,0,Anxiety Rendah,0.5246016383171082,0.47539833188056946
3,3084,3089,3099,15,0,Anxiety Rendah,0.5250928401947021,0.47490715980529785
3,3113,3118,3123,10,0,Anxiety Rendah,0.5075560808181763,0.4924439489841461
3,3127,3129,3131,4,0,Anxiety Rendah,0.574201226234436,0.4257987439632416
3,3131,3134,3136,5,1,Anxiety Tinggi,0.48406994342803955,0.5159300565719604
3,3145,3157,3166,21,1,Anxiety Tinggi,0.4965175986289978,0.5034824013710022
3,3176,3179,3181,5,0,Anxiety Rendah,0.5126439929008484,0.487356036901474
3,3181,3184,3188,7,0,Anxiety Rendah,0.5627501606941223,0.4372498095035553
3,3189,3193,3196,7,0,Anxiety Rendah,0.5427930951118469,0.45720693469047546
3,3196,3200,3206,10,0,Anxiety Rendah,0.5365052223205566,0.46349474787712097
3,3215,3230,3240,25,0,Anxiety Rendah,0.5243040323257446,0.475695937871933
3,3249,3264,3270,21,0,Anxiety Rendah,0.511612594127655,0.48838743567466736
3,3270,3277,3281,11,0,Anxiety Rendah,0.52897709608078,0.4710228443145752
3,3293,3302,3312,19,1,Anxiety Tinggi,0.49160292744636536,0.5083970427513123
3,3324,3326,3335,11,0,Anxiety Rendah,0.5204192399978638,0.47958076000213623
3,3338,3344,3358,20,0,Anxiety Rendah,0.5187302231788635,0.48126980662345886
3,3369,3372,3378,9,0,Anxiety Rendah,0.5118468999862671,0.4881531000137329
3,3380,3388,3394,14,0,Anxiety Rendah,0.5561357140541077,0.44386422634124756
3,3403,3413,3416,13,0,Anxiety Rendah,0.560141384601593,0.4398585855960846
3,3416,3419,3426,10,0,Anxiety Rendah,0.5441689491271973,0.45583105087280273
3,3428,3438,3442,14,0,Anxiety Rendah,0.5318922400474548,0.4681077301502228
3,3443,3448,3453,10,0,Anxiety Rendah,0.547603964805603,0.45239606499671936
3,3464,3479,3487,23,0,Anxiety Rendah,0.5202182531356812,0.47978177666664124
3,3495,3500,3505,10,0,Anxiety Rendah,0.5585162043571472,0.44148382544517517
3,3505,3510,3520,15,0,Anxiety Rendah,0.5362861156463623,0.4637139141559601
3,3530,3533,3538,8,0,Anxiety Rendah,0.5406631827354431,0.4593368470668793
3,3539,3544,3548,9,1,Anxiety Tinggi,0.4953771233558655,0.5046228766441345
3,3548,3553,3561,13,1,Anxiety Tinggi,0.4530487358570099,0.5469512939453125
3,3580,3582,3584,4,0,Anxiety Rendah,0.5552777051925659,0.4447222650051117
3,3601,3614,3617,16,1,Anxiety Tinggi,0.49660173058509827,0.5033982396125793
3,3617,3621,3627,10,0,Anxiety Rendah,0.5100012421607971,0.4899987280368805
3,3638,3652,3659,21,0,Anxiety Rendah,0.537819504737854,0.462180495262146
3,3668,3677,3688,20,0,Anxiety Rendah,0.5327475666999817,0.4672524631023407
3,3699,3702,3711,12,0,Anxiety Rendah,0.5453318953514099,0.4546680748462677
3,3716,3721,3727,11,1,Anxiety Tinggi,0.4892461895942688,0.5107538104057312
3,3727,3733,3740,13,0,Anxiety Rendah,0.5298020243644714,0.47019797563552856
3,3751,3765,3773,22,0,Anxiety Rendah,0.5137271285057068,0.4862728714942932
3,3774,3783,3789,15,0,Anxiety Rendah,0.5235943794250488,0.47640565037727356
3,3794,3797,3799,5,0,Anxiety Rendah,0.5237103700637817,0.47628968954086304
3,3801,3803,3806,5,0,Anxiety Rendah,0.5138676166534424,0.4861323833465576
3,3817,3821,3826,9,0,Anxiety Rendah,0.5409314036369324,0.4590685963630676
3,3845,3852,3861,16,0,Anxiety Rendah,0.5245746374130249,0.4754253625869751
3,3861,3870,3872,11,0,Anxiety Rendah,0.5114718079566956,0.48852819204330444
3,3876,3883,3891,15,0,Anxiety Rendah,0.5329999327659607,0.4670000970363617
3,3909,3910,3915,6,0,Anxiety Rendah,0.5304544568061829,0.4695455729961395
3,3917,3921,3926,9,0,Anxiety Rendah,0.5516170859336853,0.4483828544616699
3,3926,3932,3937,11,0,Anxiety Rendah,0.5490804314613342,0.45091956853866577
3,3946,3955,3959,13,0,Anxiety Rendah,0.5372790098190308,0.46272096037864685
3,3959,3963,3969,10,0,Anxiety Rendah,0.5316270589828491,0.4683729410171509
3,3977,3992,3998,21,0,Anxiety Rendah,0.5398946404457092,0.460105299949646
4,4000,4019,4033,33,0,Anxiety Rendah,0.5247640013694763,0.4752359688282013
4,4052,4066,4078,26,0,Anxiety Rendah,0.535224974155426,0.464775025844574
4,4082,4091,4097,15,0,Anxiety Rendah,0.5418403744697571,0.4581596553325653
4,4098,4106,4110,12,0,Anxiety Rendah,0.5291035771369934,0.4708963930606842
4,4119,4132,4142,23,0,Anxiety Rendah,0.5398980975151062,0.4601019024848938
4,4153,4161,4165,12,0,Anxiety Rendah,0.5186754465103149,0.48132455348968506
4,4165,4169,4178,13,0,Anxiety Rendah,0.5369471311569214,0.4630528688430786
4,4183,4193,4202,19,0,Anxiety Rendah,0.5441445112228394,0.45585551857948303
4,4217,4226,4239,22,0,Anxiety Rendah,0.5488197803497314,0.45118018984794617
4,4254,4266,4277,23,0,Anxiety Rendah,0.5314228534698486,0.46857714653015137
4,4285,4288,4293,8,0,Anxiety Rendah,0.5136895179748535,0.48631054162979126
4,4293,4298,4301,8,0,Anxiety Rendah,0.5360413789749146,0.46395859122276306
4,4310,4318,4321,11,0,Anxiety Rendah,0.5473682880401611,0.45263171195983887
4,4321,4324,4327,6,0,Anxiety Rendah,0.5019333958625793,0.49806660413742065
4,4329,4335,4340,11,0,Anxiety Rendah,0.5399951338768005,0.46000489592552185
4,4353,4366,4375,22,1,Anxiety Tinggi,0.49658918380737305,0.503410816192627
4,4386,4389,4393,7,0,Anxiety Rendah,0.5491138696670532,0.4508861303329468
4,4394,4397,4399,5,0,Anxiety Rendah,0.5293905735015869,0.4706094264984131
4,4399,4402,4406,7,0,Anxiety Rendah,0.575259268283844,0.4247407615184784
4,4406,4410,4416,10,0,Anxiety Rendah,0.5514612793922424,0.44853872060775757
4,4425,4430,4437,12,0,Anxiety Rendah,0.5180531144142151,0.4819468557834625
4,4437,4444,4448,11,0,Anxiety Rendah,0.5084999799728394,0.49149999022483826
4,4450,4457,4464,14,0,Anxiety Rendah,0.5599416494369507,0.4400583803653717
4,4467,4474,4480,13,0,Anxiety Rendah,0.5117449760437012,0.48825502395629883
4,4484,4495,4499,15,0,Anxiety Rendah,0.5330401062965393,0.4669599235057831
4,4516,4526,4533,17,0,Anxiety Rendah,0.5422800183296204,0.45771998167037964
4,4542,4545,4560,18,0,Anxiety Rendah,0.5242066979408264,0.47579333186149597
4,4573,4576,4580,7,0,Anxiety Rendah,0.5071734189987183,0.49282655119895935
4,4580,4584,4586,6,0,Anxiety Rendah,0.538844645023346,0.46115541458129883
4,4589,4594,4604,15,0,Anxiety Rendah,0.5362505316734314,0.463749498128891
4,4622,4626,4638,16,0,Anxiety Rendah,0.5293460488319397,0.4706540107727051
4,4640,4650,4660,20,0,Anxiety Rendah,0.5334688425064087,0.4665311276912689
4,4660,4671,4678,18,0,Anxiety Rendah,0.5317139625549316,0.46828603744506836
4,4691,4702,4711,20,0,Anxiety Rendah,0.5126516819000244,0.4873482882976532
4,4718,4721,4723,5,1,Anxiety Tinggi,0.47908392548561096,0.5209161043167114
4,4723,4726,4728,5,0,Anxiety Rendah,0.5171040296554565,0.48289597034454346
4,4735,4745,4756,21,0,Anxiety Rendah,0.5093350410461426,0.4906649589538574
4,4770,4783,4796,26,0,Anxiety Rendah,0.5096017718315125,0.49039822816848755
4,4803,4809,4816,13,0,Anxiety Rendah,0.5504080653190613,0.4495919346809387
4,4819,4829,4843,24,0,Anxiety Rendah,0.5439952611923218,0.4560047388076782
4,4853,4863,4874,21,0,Anxiety Rendah,0.5446253418922424,0.4553746283054352
4,4886,4895,4905,19,0,Anxiety Rendah,0.5334384441375732,0.46656155586242676
4,4905,4916,4921,16,0,Anxiety Rendah,0.5654628276824951,0.4345371425151825
4,4929,4942,4948,19,0,Anxiety Rendah,0.535618782043457,0.46438121795654297
4,4948,4954,4960,12,0,Anxiety Rendah,0.5651938319206238,0.43480613827705383
4,4970,4986,4997,27,0,Anxiety Rendah,0.53500896692276,0.46499103307724
5,5020,5027,5029,9,0,Anxiety Rendah,0.5266227722167969,0.4733772575855255
5,5033,5040,5053,20,0,Anxiety Rendah,0.5346651673316956,0.46533477306365967
5,5069,5081,5091,22,0,Anxiety Rendah,0.5264125466346741,0.47358742356300354
5,5091,5102,5109,18,0,Anxiety Rendah,0.527213454246521,0.472786545753479
5,5129,5139,5152,23,0,Anxiety Rendah,0.5148093700408936,0.48519062995910645
5,5152,5165,5169,17,0,Anxiety Rendah,0.5462568402290344,0.4537431597709656
5,5181,5193,5195,14,0,Anxiety Rendah,0.526057779788971,0.47394225001335144
5,5195,5198,5204,9,0,Anxiety Rendah,0.5168067216873169,0.4831933379173279
5,5213,5222,5228,15,0,Anxiety Rendah,0.5442468523979187,0.4557531476020813
5,5228,5235,5239,11,0,Anxiety Rendah,0.5237694978713989,0.47623053193092346
5,5249,5258,5261,12,0,Anxiety Rendah,0.5345446467399597,0.4654553234577179
5,5261,5264,5273,12,0,Anxiety Rendah,0.5455307960510254,0.4544692039489746
5,5280,5285,5301,21,1,Anxiety Tinggi,0.4858558475971222,0.5141441822052002
5,5317,5332,5341,24,1,Anxiety Tinggi,0.49613264203071594,0.5038673877716064
5,5341,5351,5365,24,0,Anxiety Rendah,0.5300934910774231,0.4699065089225769
5,5379,5387,5392,13,0,Anxiety Rendah,0.5100634098052979,0.48993659019470215
5,5392,5398,5409,17,0,Anxiety Rendah,0.5407466292381287,0.45925334095954895
5,5411,5424,5428,17,0,Anxiety Rendah,0.5477070808410645,0.45229288935661316
5,5439,5450,5459,20,0,Anxiety Rendah,0.5454052090644836,0.45459482073783875
5,5471,5474,5482,11,0,Anxiety Rendah,0.5088263154029846,0.4911736845970154
5,5495,5506,5515,20,1,Anxiety Tinggi,0.46325722336769104,0.5367428064346313
5,5515,5524,5540,25,0,Anxiety Rendah,0.5094742774963379,0.4905256927013397
5,5572,5582,5586,14,0,Anxiety Rendah,0.5477442145347595,0.45225581526756287
5,5588,5591,5597,9,0,Anxiety Rendah,0.5296443104743958,0.470355749130249
5,5606,5621,5631,25,0,Anxiety Rendah,0.5450761914253235,0.4549237787723541
5,5644,5660,5665,21,0,Anxiety Rendah,0.5300778150558472,0.46992218494415283
5,5667,5671,5674,7,0,Anxiety Rendah,0.5391786098480225,0.46082133054733276
5,5685,5696,5707,22,0,Anxiety Rendah,0.5310773849487305,0.4689226448535919
5,5707,5718,5723,16,0,Anxiety Rendah,0.5295426249504089,0.47045737504959106
5,5726,5734,5736,10,0,Anxiety Rendah,0.5450873970985413,0.4549126625061035
5,5742,5750,5761,19,0,Anxiety Rendah,0.5307417511940002,0.46925824880599976
5,5767,5784,5789,22,0,Anxiety Rendah,0.5238919854164124,0.47610795497894287
5,5810,5821,5832,22,0,Anxiety Rendah,0.5332905650138855,0.4667094349861145
5,5837,5853,5857,20,0,Anxiety Rendah,0.5316035151481628,0.46839651465415955
5,5870,5881,5892,22,0,Anxiety Rendah,0.5321407914161682,0.4678592383861542
5,5895,5903,5913,18,0,Anxiety Rendah,0.5323348641395569,0.4676651358604431
5,5927,5932,5936,9,0,Anxiety Rendah,0.5387874245643616,0.4612126052379608
5,5947,5959,5972,25,0,Anxiety Rendah,0.5379045009613037,0.4620954990386963
5,5986,5994,5999,13,0,Anxiety Rendah,0.5370389223098755,0.4629610776901245
6,6012,6024,6032,20,0,Anxiety Rendah,0.5359490513801575,0.46405091881752014
6,6042,6047,6052,10,0,Anxiety Rendah,0.5355595350265503,0.4644405245780945
6,6052,6057,6063,11,0,Anxiety Rendah,0.5485891103744507,0.45141083002090454
6,6073,6080,6095,22,0,Anxiety Rendah,0.5458207130432129,0.4541792571544647
6,6104,6111,6119,15,0,Anxiety Rendah,0.5358659625053406,0.46413397789001465
6,6119,6128,6131,12,0,Anxiety Rendah,0.5282549858093262,0.47174501419067383
6,6131,6134,6137,6,0,Anxiety Rendah,0.5269126892089844,0.473087340593338
6,6158,6170,6176,18,0,Anxiety Rendah,0.5515825748443604,0.44841742515563965
6,6176,6183,6186,10,0,Anxiety Rendah,0.5176433324813843,0.4823566973209381
6,6190,6192,6195,5,0,Anxiety Rendah,0.5552646517753601,0.4447353482246399
6,6196,6198,6199,3,0,Anxiety Rendah,0.5788483619689941,0.42115166783332825
6,6209,6220,6229,20,0,Anxiety Rendah,0.5176364779472351,0.4823635220527649
6,6239,6244,6256,17,0,Anxiety Rendah,0.520471453666687,0.4795285761356354
6,6267,6269,6271,4,0,Anxiety Rendah,0.5249313116073608,0.47506871819496155
6,6271,6274,6281,10,0,Anxiety Rendah,0.5740894675254822,0.4259105622768402
6,6295,6309,6317,22,1,Anxiety Tinggi,0.49177664518356323,0.5082233548164368
6,6317,6325,6330,13,0,Anxiety Rendah,0.5264115929603577,0.47358834743499756
6,6340,6348,6361,21,0,Anxiety Rendah,0.523383617401123,0.47661641240119934
6,6372,6375,6383,11,0,Anxiety Rendah,0.5030713081359863,0.49692869186401367
6,6390,6392,6395,5,0,Anxiety Rendah,0.550139307975769,0.44986072182655334
6,6397,6398,6399,2,0,Anxiety Rendah,0.5379692912101746,0.4620307385921478
6,6403,6409,6426,23,0,Anxiety Rendah,0.5205978155136108,0.47940218448638916
6,6453,6471,6491,38,0,Anxiety Rendah,0.5229623317718506,0.47703760862350464
6,6502,6513,6527,25,0,Anxiety Rendah,0.5469255447387695,0.45307451486587524
6,6527,6541,6543,16,0,Anxiety Rendah,0.5397271513938904,0.46027278900146484
6,6545,6549,6552,7,0,Anxiety Rendah,0.523740828037262,0.47625914216041565
6,6552,6556,6567,15,0,Anxiety Rendah,0.5559951663017273,0.4440048038959503
6,6585,6590,6594,9,0,Anxiety Rendah,0.5090352892875671,0.49096477031707764
6,6594,6599,6604,10,0,Anxiety Rendah,0.5170460939407349,0.48295387625694275
6,6616,6628,6638,22,0,Anxiety Rendah,0.5342760682106018,0.4657239019870758
6,6646,6649,6654,8,0,Anxiety Rendah,0.503024697303772,0.4969753324985504
6,6654,6660,6671,17,0,Anxiety Rendah,0.5448721051216125,0.45512786507606506
6,6673,6686,6694,21,0,Anxiety Rendah,0.510838508605957,0.4891614615917206
6,6711,6718,6724,13,0,Anxiety Rendah,0.527399480342865,0.4726005792617798
6,6724,6731,6735,11,0,Anxiety Rendah,0.5222635865211487,0.4777364134788513
6,6739,6747,6754,15,0,Anxiety Rendah,0.5391520261764526,0.460847944021225
6,6768,6783,6789,21,0,Anxiety Rendah,0.5564703345298767,0.4435296058654785
6,6789,6796,6801,12,0,Anxiety Rendah,0.5105509757995605,0.48944899439811707
6,6804,6813,6822,18,0,Anxiety Rendah,0.521166980266571,0.47883304953575134
6,6836,6842,6850,14,0,Anxiety Rendah,0.5258750319480896,0.474124938249588
6,6850,6859,6865,15,0,Anxiety Rendah,0.5403288006782532,0.4596711993217468
6,6879,6892,6902,23,0,Anxiety Rendah,0.5390432476997375,0.46095678210258484
6,6902,6912,6916,14,0,Anxiety Rendah,0.5399831533432007,0.46001681685447693
6,6917,6923,6942,25,0,Anxiety Rendah,0.5433428883552551,0.4566571116447449
6,6957,6974,6984,27,0,Anxiety Rendah,0.5526654720306396,0.44733452796936035
7,7001,7007,7020,19,0,Anxiety Rendah,0.5464897155761719,0.4535103142261505
7,7020,7034,7040,20,0,Anxiety Rendah,0.513507068157196,0.48649299144744873
7,7051,7061,7064,13,0,Anxiety Rendah,0.5381797552108765,0.46182021498680115
7,7064,7067,7072,8,0,Anxiety Rendah,0.5785228610038757,0.42147716879844666
7,7077,7085,7098,21,0,Anxiety Rendah,0.5183205008506775,0.4816794693470001
7,7115,7125,7130,15,0,Anxiety Rendah,0.5348789095878601,0.4651210606098175
7,7130,7136,7140,10,0,Anxiety Rendah,0.5388822555541992,0.4611177444458008
7,7144,7146,7151,7,0,Anxiety Rendah,0.574219286441803,0.42578068375587463
7,7153,7157,7163,10,0,Anxiety Rendah,0.5393798351287842,0.46062010526657104
7,7174,7190,7199,25,0,Anxiety Rendah,0.5230416655540466,0.476958304643631
7,7205,7220,7230,25,0,Anxiety Rendah,0.5324032306671143,0.46759679913520813
7,7246,7269,7284,38,0,Anxiety Rendah,0.5133920907974243,0.4866078794002533
7,7305,7314,7318,13,0,Anxiety Rendah,0.5345118641853333,0.46548816561698914
7,7318,7323,7328,10,0,Anxiety Rendah,0.523529052734375,0.476470947265625
7,7335,7344,7351,16,0,Anxiety Rendah,0.5362039804458618,0.46379604935646057
7,7354,7363,7365,11,0,Anxiety Rendah,0.5529596209526062,0.447040319442749
7,7371,7375,7380,9,0,Anxiety Rendah,0.5395264625549316,0.46047350764274597
7,7380,7385,7391,11,0,Anxiety Rendah,0.5508375763893127,0.44916242361068726
7,7393,7402,7408,15,0,Anxiety Rendah,0.5353744029998779,0.46462559700012207
7,7415,7428,7436,21,0,Anxiety Rendah,0.5667207837104797,0.43327924609184265
7,7449,7451,7453,4,0,Anxiety Rendah,0.5126109719276428,0.4873890280723572
7,7473,7481,7494,21,0,Anxiety Rendah,0.5379201173782349,0.46207988262176514
7,7494,7508,7516,22,0,Anxiety Rendah,0.5426322221755981,0.45736777782440186
7,7526,7538,7546,20,0,Anxiety Rendah,0.5493162870407104,0.45068371295928955
7,7555,7558,7567,12,0,Anxiety Rendah,0.545671284198761,0.454328715801239
